Fecha;23/12/2024 11:02;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
244719;PANECILLO CON QUINOA (3%) 110 g;MEC;134,85314;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1.645;109,7;1.512;100,8;;7,30%
274756;PAN PEPITO;MEC;160,28813;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;896;59,7;1.120;74,7;;5,30%
274757;PAN VIENA ANDALUZA INTEGRAL DE TRIGO 10%;MEC;205,7429;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;4.801;320,1;3.248;216,5;;9,90%
400121;Miniatura;MEC;196,35136;0;0;(en blanco);5;28/12/2024;396;10,1;152;10,1;1.072;17,9;230;15,3;100;6,7;66,10%;15,30%
400221;Pepito;MEC;154,64788;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;2;0,1;;
400231;Pepito;MEC;160,18779;0;0;(en blanco);1;19/12/2024;4;23,4;351;23,4;1.488;24,8;279;18,6;260;17,3;125,80%;7,20%
400233;Pepito;MEC;160,28813;0;0;(en blanco);352;(en blanco);(en blanco);;;;352;5,9;224;14,9;;;;0,00%
401111;Bocata;MEC;224,45714;0;0;(en blanco);372;20/12/2024;904;64,9;974;64,9;2.885;48,1;1.128;75,2;717;47,8;86,30%;10,50%
401113;Bocata;MEC;224,45714;0;0;(en blanco);252;(en blanco);(en blanco);;;;256;4,3;352;23,5;;;;0,00%
401301;Baguette Plus;MEC;160,34482;0;0;(en blanco);60;28/12/2024;651;13,7;205;13,7;1.067;17,8;325;21,7;300;20;63,10%;7,20%
401421;Barra Castellana;MEC;137,06227;0;0;(en blanco);0;(en blanco);(en blanco);5,7;85;5,7;254;4,2;57;3,8;169;11,3;149,10%;2,20%
401423;Barra Castellana;MEC;120,91656;0;0;(en blanco);96;(en blanco);(en blanco);;;;96;1,6;288;19,2;;;;0,00%
401621;Media Baguette;MEC;138,09751;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;1;0,1;;
401881;Bollo;MEC;205,58375;0;0;(en blanco);39;19/12/2024;14;54,5;817;54,5;1.965;32,8;758;50,5;276;18,4;107,80%;18,30%
402011;Viena Mondat 145 gr;MEC;246,74846;0;0;(en blanco);393;19/12/2024;1252;122,9;1844;122,9;6.382;106,4;1.603;106,9;1.722;114,8;115,00%;6,20%
402801;Viena;MEC;224,44444;0;0;(en blanco);0;(en blanco);(en blanco);28;420;28;421;7;376;25,1;121;8,1;111,70%;20,70%
403321;Barra de Viena;MEC;196,69172;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;-2;-0,1;;
403341;Barra de Viena;MEC;242,1118;0;0;(en blanco);43;20/12/2024;638;62,8;942;62,8;4.419;73,7;1.840;122,7;1.296;86,4;51,20%;9,50%
403801;Mini Viena Andaluza;MEC;205,70099;0;0;(en blanco);54;20/12/2024;44;16,2;243;16,2;1.025;17,1;427;28,5;137;9,1;56,90%;20,80%
