Fecha;03/12/2024 17:02;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
430301;Panecillo Semillas Easy;VIME;127,17655;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0;;;;;;
430401;Mini Panecillo Easy;VIME;134,85559;0;0;(en blanco);590;03/12/2024;132;123;1845;123;4.783;79,7;;;;;0,00%;
430621;Pepito Easy;MEC;166,2776;0;0;(en blanco);638;04/12/2024;1335;227,7;3415;227,7;11.286;188,1;2.882;192,1;2.896;193,1;118,50%;6,60%
430702;Panecito Ecológico Easy;MEC;158,42696;0;0;(en blanco);475;04/12/2024;639;128,5;1927;128,5;7.647;127,5;3.422;228,1;2.209;147,3;56,30%;10,30%
430731;Panecito Easy;MEC;158,31932;0;0;(en blanco);58;05/12/2024;640;282,3;4234;282,3;15.624;260,4;2.107;140,5;1.652;110,1;200,90%;8,50%
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;0;0;(en blanco);1;(en blanco);(en blanco);15,9;238;15,9;885;14,8;174;11,6;166;11,1;136,80%;7,00%
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;0;0;(en blanco);0;04/12/2024;343;47,8;717;47,8;2.026;33,8;659;43,9;581;38,7;108,80%;7,60%
432211;Pepito con Salvado Easy;MEC;166,21578;0;0;(en blanco);240;02/12/2024;685;38,4;576;38,4;2.194;36,6;621;41,4;808;53,9;92,80%;5,10%
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;0;0;140;0;(en blanco);(en blanco);10,8;162;10,8;723;12,1;330;22;224;14,9;49,10%;9,80%
432421;Bollo Easy;MEC;149,60847;0;0;(en blanco);8;(en blanco);(en blanco);25,2;378;25,2;2.142;35,7;620;41,3;400;26,7;61,00%;10,30%
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);;;;290;4,8;;;;;;
432821;Pan Bocadillo Easy;MEC;169,99643;0;0;(en blanco);1;(en blanco);(en blanco);38,5;577;38,5;2.995;49,9;624;41,6;719;47,9;92,50%;5,80%
432911;Panecito con Salvado Easy;MEC;158,39643;0;0;(en blanco);15;02/12/2024;334;80,5;1208;80,5;4.837;80,6;517;34,5;703;46,9;233,70%;4,90%
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;0;0;(en blanco);0;03/12/2024;278;9,8;147;9,8;621;10,4;88;5,9;231;15,4;167,00%;2,50%
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;0;0;(en blanco);0;04/12/2024;331;18,3;275;18,3;941;15,7;335;22,3;351;23,4;82,10%;6,40%
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;0;0;616;0;(en blanco);(en blanco);9,6;144;9,6;269;4,5;168;11,2;100;6,7;85,70%;11,20%
434201;Viena Easy;MEC;185,45964;0;0;(en blanco);37;05/12/2024;381;74,3;1115;74,3;4.116;68,6;833;55,5;803;53,5;133,90%;6,90%
434721;Bollito Easy;VIME;134,85559;0;0;(en blanco);3;04/12/2024;0;55,9;839;55,9;2.873;47,9;710;47,3;818;54,5;118,20%;5,80%
435711;Rombito Integral 100%;VIME;122,40097;0;0;(en blanco);3;(en blanco);(en blanco);3,6;54;3,6;357;6;;;;;0,00%;
436001;Rombito Rústico;VIME;267,6923;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;1;0,1;;
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;141;9,4;11;0,7;;85,50%
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;0;0;(en blanco);1;(en blanco);(en blanco);2,1;32;2,1;126;2,1;;;;;0,00%;
438801;Panecillo con Semillas;VIME;138,83391;0;0;252;64;(en blanco);(en blanco);8,4;126;8,4;463;7,7;;;165;11;0,00%;
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;8.904;593,6;7.756;517,1;;7,70%
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;680;11,3;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;586;0;(en blanco);(en blanco);10,5;157;10,5;198;3,3;;;;;0,00%;
453243;Panecillo 100% Integral;VIME;123,95874;0;0;(en blanco);112;02/12/2024;0;30,5;458;30,5;1.173;19,6;;;;;0,00%;
453251;Panecillo 100% Integral;VIME;118,69587;0;0;(en blanco);3052;02/12/2024;3131;651,5;9772;651,5;44.688;744,8;;;;;0,00%;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);6,3;94;6,3;271;4,5;45;3;29;1,9;208,90%;10,30%
5718540;Panecillo con  Semillas;VIME;138,85714;0;0;1176;3052;29/11/2024;4307;313,7;4705;313,7;17.697;295;4.060;270,7;5.040;336;115,90%;5,40%
5718619;Pulguita;MEC;160,291;0;0;364;1792;05/12/2024;1620;240,8;3612;240,8;13.162;219,4;;;2.660;177,3;0,00%;
5720811;Baguetina Cereales;VIME;107,09612;0;0;979;3892;29/11/2024;1557;220,3;3305;220,3;6.109;101,8;;;;;0,00%;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;0;0;(en blanco);1;(en blanco);(en blanco);4,9;73;4,9;222;3,7;;;;;0,00%;
Total general;;;;;;;;;;3.287,90;49318;3.287,90;182.838;3.047,30;44.865;2.991,00;43.694;2.912,90;109,90%;6,80%
