Fecha;30/12/2024 14:53;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
407411;Bollo Rústico Semillado;VIME;130,89596;0;0;(en blanco);3;(en blanco);(en blanco);3,3;49;3,3;275;4,6;;;;;0,00%;
411001;Chapata Mini;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;175;11,7;112;7,5;;10,40%
421702;Barra de Viena Ecológica Easy;MEC;180,00603;0;0;(en blanco);0;(en blanco);(en blanco);6,1;91;6,1;952;15,9;;;;;0,00%;
421802;Bollo Ecológico Easy;MEC;163,20404;0;0;(en blanco);0;(en blanco);(en blanco);;;;1.074;17,9;;;;;;
422002;Barra de Viena 15%  Integral  Ecológico Easy;MEC;179,99915;0;0;(en blanco);0;(en blanco);(en blanco);5,3;80;5,3;383;6,4;;;;;0,00%;
423111;Panecillo con Cereales y Semillas;VIME;155,78171;0;0;(en blanco);5;05/01/2025;317;17,1;257;17,1;875;14,6;;;;;0,00%;
423301;Mollete Pack 4 UDS;MEC;167,3356;0;0;(en blanco);0;(en blanco);(en blanco);1,9;28;1,9;112;1,9;170;11,3;3;0,2;16,50%;377,80%
423321;Mollete;MEC;155,66037;0;0;(en blanco);449;04/01/2025;637;23,7;355;23,7;2.209;36,8;360;24;56;3,7;98,60%;42,90%
423611;Alcachofa Semillada con Sésamo 4,35%;VIME;192,76761;0;0;(en blanco);3;(en blanco);(en blanco);4,8;72;4,8;72;1,2;;;;;0,00%;
425351;Payesito Mondat;MEC;192,67272;0;0;(en blanco);33;04/01/2025;401;4,9;73;4,9;284;4,7;25;1,7;27;1,8;292,00%;6,20%
430101;Pan Bocadillo Sin Sal Añadida Easy;MEC;187,00569;0;0;(en blanco);0;(en blanco);(en blanco);;;;112;1,9;;;;;;
430301;Panecillo Semillas Easy;VIME;127,17655;0;0;(en blanco);0;24/12/2024;212;0,1;1;0,1;3;0,1;;;;;0,00%;
430401;Mini Panecillo Easy;VIME;134,85559;0;0;(en blanco);1120;27/12/2024;1363;39,3;589;39,3;4.070;67,8;;;24;1,6;0,00%;
430621;Pepito Easy;MEC;166,2776;0;0;(en blanco);781;24/12/2024;1737;132,1;1982;132,1;10.163;169,4;2.241;149,4;1.834;122,3;88,40%;8,10%
430702;Panecito Ecológico Easy;MEC;158,42696;0;0;(en blanco);219;(en blanco);(en blanco);55,2;828;55,2;6.196;103,3;1.037;69,1;1.671;111,4;79,80%;4,10%
430731;Panecito Easy;MEC;158,31932;0;0;(en blanco);85;26/12/2024;768;149,3;2239;149,3;13.939;232,3;997;66,5;1.385;92,3;224,60%;4,80%
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;0;0;(en blanco);0;30/12/2024;273;21,3;319;21,3;858;14,3;174;11,6;91;6,1;183,30%;12,70%
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;0;0;(en blanco);0;02/01/2025;343;10,5;158;10,5;1.765;29,4;596;39,7;453;30,2;26,50%;8,80%
432211;Pepito con Salvado Easy;MEC;166,21578;0;0;(en blanco);216;27/12/2024;872;53,1;797;53,1;2.412;40,2;443;29,5;437;29,1;179,90%;6,80%
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;0;0;(en blanco);0;26/12/2024;411,61;16;240;16;796;13,3;243;16,2;241;16,1;98,80%;6,70%
432421;Bollo Easy;MEC;149,60847;0;0;(en blanco);28;03/01/2025;311;19,7;295;19,7;2.051;34,2;286;19,1;363;24,2;103,10%;5,30%
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);6,7;101;6,7;381;6,4;;;;;0,00%;
432821;Pan Bocadillo Easy;MEC;169,99643;0;0;(en blanco);1;26/12/2024;294;28,9;434;28,9;2.926;48,8;541;36,1;288;19,2;80,20%;12,50%
432911;Panecito con Salvado Easy;MEC;158,39643;0;0;(en blanco);14;03/01/2025;334;36,9;553;36,9;3.970;66,2;451;30,1;435;29;122,60%;6,90%
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;0;0;(en blanco);0;(en blanco);(en blanco);6,4;96;6,4;498;8,3;116;7,7;42;2,8;82,80%;18,40%
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;0;0;(en blanco);0;02/01/2025;331;16,8;252;16,8;1.215;20,3;366;24,4;330;22;68,80%;7,40%
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;0;0;392;0;(en blanco);(en blanco);3,7;56;3,7;353;5,9;263;17,5;168;11,2;21,30%;10,40%
434201;Viena Easy;MEC;185,45964;0;0;(en blanco);142;26/12/2024;0;61,5;922;61,5;4.060;67,7;768;51,2;420;28;120,10%;12,20%
434721;Bollito Easy;VIME;134,85559;0;0;(en blanco);0;(en blanco);(en blanco);56,6;849;56,6;3.068;51,1;749;49,9;518;34,5;113,40%;9,60%
435711;Rombito Integral 100%;VIME;122,40097;0;0;(en blanco);3;(en blanco);(en blanco);3,5;53;3,5;240;4;;;;;0,00%;
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1;0,1;;;;0,00%
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;0;0;(en blanco);0;(en blanco);(en blanco);0,2;3;0,2;41;0,7;;;;;0,00%;
438801;Panecillo con Semillas;VIME;138,83391;0;0;196;28;(en blanco);(en blanco);5,9;89;5,9;391;6,5;197;13,1;58;3,9;45,20%;22,60%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;8.120;541,3;4.816;321,1;;11,20%
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;2.744;182,9;;
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);0,1;1;0,1;1;0;;;;;0,00%;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;196;0;24/12/2024;57,73;5,6;84;5,6;325;5,4;;;;;0,00%;
453243;Panecillo 100% Integral;VIME;123,95874;0;0;(en blanco);280;(en blanco);(en blanco);12,5;188;12,5;1.356;22,6;;;;;0,00%;
453251;Panecillo 100% Integral;VIME;118,69587;0;0;(en blanco);532;30/12/2024;2140;263,2;3948;263,2;32.648;544,1;;;;;0,00%;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;198;3,3;18;1,2;3;0,2;;40,00%
5718540;Panecillo con  Semillas;VIME;138,85714;0;0;1820;700;28/12/2024;2268;461,1;6916;461,1;20.105;335,1;4.620;308;1.992;132,8;149,70%;15,50%
5718619;Pulguita;MEC;160,291;0;0;28;0;28/12/2024;3088;401,3;6020;401,3;13.722;228,7;5.068;337,9;4.007;267,1;118,80%;8,40%
5720811;Baguetina Cereales;VIME;107,09612;0;0;532;280;28/12/2024;1758;375,2;5628;375,2;15.349;255,8;;;;;0,00%;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;0;0;(en blanco);0;(en blanco);(en blanco);3,1;46;3,1;227;3,8;;;;;0,00%;
Total general;;;;;;;;;;2.708,60;40629;2.708,60;176.586;2.943,10;45.350;3.023,40;33.687;2.245,80;89,60%;9,00%
