Fecha;08/01/2025 13:09;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
405621;Media Baguette con Salvado;MEC;138,09507;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1;0,1;9;0,6;;0,70%
406002;Panecito Integral 100% Ecológico Easy;MEC;136,80039;0;0;(en blanco);22;10/01/2025;418;0,1;2;0,1;811;13,5;199;13,3;805;53,7;1,00%;1,60%
406301;Viena Mondat con Salvado 145 gr;MEC;224,3976;0;0;(en blanco);9;08/01/2025;453;23,1;346;23,1;2.452;40,9;851;56,7;751;50,1;40,70%;7,60%
406401;Viena con Salvado Pequeña;MEC;205,7429;0;0;(en blanco);8;08/01/2025;431;19,7;296;19,7;1.646;27,4;367;24,5;474;31,6;80,70%;5,20%
406501;Bollo 100 % Integral;MEC;187,00422;0;0;(en blanco);0;(en blanco);(en blanco);0,5;7;0,5;100;1,7;11;0,7;20;1,3;63,60%;3,70%
407401;Bollo Rústico Semillado;VIME;130,89849;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;64;4,3;126;8,4;;3,40%
407411;Bollo Rústico Semillado;VIME;130,89596;0;0;(en blanco);1;(en blanco);(en blanco);0,9;13;0,9;250;4,2;;;;;0,00%;
411001;Chapata Mini;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;137;9,1;81;5,4;;11,30%
421702;Barra de Viena Ecológica Easy;MEC;180,00603;0;0;(en blanco);0;(en blanco);(en blanco);;;;952;15,9;;;;;;
421802;Bollo Ecológico Easy;MEC;163,20404;0;0;(en blanco);0;10/01/2025;504;;;;1.074;17,9;;;;;;
422002;Barra de Viena 15%  Integral  Ecológico Easy;MEC;179,99915;0;0;(en blanco);0;(en blanco);(en blanco);;;;383;6,4;;;;;;
423111;Panecillo con Cereales y Semillas;VIME;155,78171;0;0;(en blanco);44;04/01/2025;476;13,9;209;13,9;834;13,9;;;;;0,00%;
423301;Mollete Pack 4 UDS;MEC;167,3356;0;0;(en blanco);0;(en blanco);(en blanco);3,7;56;3,7;140;2,3;5;0,3;120;8;1120,00%;0,30%
423321;Mollete;MEC;155,66037;0;0;(en blanco);1;04/01/2025;1113;27,8;417;27,8;2.239;37,3;193;12,9;405;27;216,10%;3,20%
423611;Alcachofa Semillada con Sésamo 4,35%;VIME;192,76761;0;0;(en blanco);3;(en blanco);(en blanco);5;75;5;75;1,3;;;;;0,00%;
425351;Payesito Mondat;MEC;192,67272;0;0;(en blanco);10;11/01/2025;401;3,3;49;3,3;261;4,4;37;2,5;19;1,3;132,40%;13,00%
430101;Pan Bocadillo Sin Sal Añadida Easy;MEC;187,00569;0;0;(en blanco);0;(en blanco);(en blanco);;;;112;1,9;;;;;;
430301;Panecillo Semillas Easy;VIME;127,17655;0;0;(en blanco);0;03/01/2025;164;;;;3;0,1;;;;;;
430401;Mini Panecillo Easy;VIME;134,85559;0;0;(en blanco);0;(en blanco);(en blanco);76,1;1141;76,1;4.450;74,2;;;444;29,6;0,00%;
430621;Pepito Easy;MEC;166,2776;0;0;(en blanco);1;07/01/2025;3198;105,7;1585;105,7;10.206;170,1;2.882;192,1;2.616;174,4;55,00%;7,30%
430702;Panecito Ecológico Easy;MEC;158,42696;0;0;(en blanco);175;(en blanco);(en blanco);7,3;110;7,3;4.916;81,9;533;35,5;3.403;226,9;20,60%;1,00%
430731;Panecito Easy;MEC;158,31932;0;0;(en blanco);53;07/01/2025;1282;30,5;457;30,5;11.971;199,5;588;39,2;2.393;159,5;77,70%;1,60%
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;0;0;(en blanco);0;03/01/2025;0;9,5;143;9,5;795;13,3;116;7,7;104;6,9;123,30%;7,40%
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;0;0;(en blanco);0;07/01/2025;343;17,2;258;17,2;1.912;31,9;663;44,2;451;30,1;38,90%;9,80%
432211;Pepito con Salvado Easy;MEC;166,21578;0;0;(en blanco);2;08/01/2025;851;33,2;498;33,2;2.534;42,2;619;41,3;1.015;67,7;80,50%;4,10%
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;0;0;(en blanco);0;08/01/2025;500;5,9;89;5,9;766;12,8;169;11,3;310;20,7;52,70%;3,60%
432421;Bollo Easy;MEC;149,60847;0;0;(en blanco);1;07/01/2025;466;15;225;15;1.746;29,1;312;20,8;759;50,6;72,10%;2,70%
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);;;;101;1,7;;;;;;
432821;Pan Bocadillo Easy;MEC;169,99643;0;0;(en blanco);0;08/01/2025;515;27,5;412;27,5;2.826;47,1;235;15,7;621;41,4;175,30%;2,50%
432911;Panecito con Salvado Easy;MEC;158,39643;0;0;(en blanco);12;08/01/2025;489;11,9;178;11,9;3.380;56,3;131;8,7;849;56,6;135,90%;1,00%
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;0;0;(en blanco);0;(en blanco);(en blanco);3,6;54;3,6;415;6,9;83;5,5;77;5,1;65,10%;7,20%
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;0;0;(en blanco);0;07/01/2025;86;5,6;84;5,6;1.138;19;450;30;174;11,6;18,60%;17,30%
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;0;0;392;0;(en blanco);(en blanco);;;;437;7,3;189;12,6;168;11,2;;7,50%
434201;Viena Easy;MEC;185,45964;0;0;(en blanco);0;08/01/2025;381;34,9;524;34,9;3.628;60,5;479;31,9;678;45,2;109,40%;4,70%
434721;Bollito Easy;VIME;134,85559;0;0;(en blanco);7;03/01/2025;33;23,3;350;23,3;2.845;47,4;513;34,2;557;37,1;68,20%;6,10%
435711;Rombito Integral 100%;VIME;122,40097;0;0;(en blanco);1;(en blanco);(en blanco);3,8;57;3,8;227;3,8;;;;;0,00%;
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;4;0,3;;
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;0;0;(en blanco);0;(en blanco);(en blanco);0,1;2;0,1;39;0,7;;;;;0,00%;
438801;Panecillo con Semillas;VIME;138,83391;0;0;140;4;(en blanco);(en blanco);6;90;6;418;7;118;7,9;26;1,7;76,30%;30,30%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;7.308;487,2;588;39,2;;82,90%
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;8.036;535,7;;
453223;Panecillo 100% Integral;VIME;102,00064;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;252;16,8;;
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);7,5;113;7,5;438;7,3;;;;;0,00%;
453243;Panecillo 100% Integral;VIME;123,95874;0;0;(en blanco);0;03/01/2025;0;23;345;23;1.320;22;;;;;0,00%;
453251;Panecillo 100% Integral;VIME;118,69587;0;0;(en blanco);1036;03/01/2025;0;140;2100;140;25.592;426,5;;;;;0,00%;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;155;2,6;6;0,4;7;0,5;;5,70%
5718540;Panecillo con  Semillas;VIME;138,85714;0;0;812;0;11/01/2025;1134;158,7;2380;158,7;18.341;305,7;3.836;255,7;1.745;116,3;62,00%;14,70%
5718619;Pulguita;MEC;160,291;0;0;28;0;04/01/2025;2439;95,2;1428;95,2;12.320;205,3;4.508;300,5;3.733;248,9;31,70%;8,10%
5720811;Baguetina Cereales;VIME;107,09612;0;0;728;0;11/01/2025;879;207,3;3109;207,3;15.571;259,5;;;;;0,00%;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;0;0;(en blanco);1;(en blanco);(en blanco);1,7;26;1,7;209;3,5;;;;;0,00%;
Total general;;;;;;;;;;1.360,20;20403;1.360,20;159.500;2.658,30;37.246;2.483,10;47.183;3.145,50;54,80%;5,30%
