Fecha;27/12/2024 9:55;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
406002;Panecito Integral 100% Ecológico Easy;MEC;136,80039;0;0;(en blanco);21;(en blanco);(en blanco);15,5;232;15,5;1.049;17,5;409;27,3;368;24,5;56,70%;7,40%
406301;Viena Mondat con Salvado 145 gr;MEC;224,3976;0;0;(en blanco);64;20/12/2024;735;56,1;842;56,1;2.872;47,9;732;48,8;898;59,9;115,00%;5,40%
406401;Viena con Salvado Pequeña;MEC;205,7429;0;0;(en blanco);90;20/12/2024;0;42,7;640;42,7;1.844;30,7;494;32,9;512;34,1;129,60%;6,40%
406501;Bollo 100 % Integral;MEC;187,00422;0;0;(en blanco);0;(en blanco);(en blanco);1,4;21;1,4;122;2;38;2,5;11;0,7;55,30%;23,00%
407401;Bollo Rústico Semillado;VIME;130,89849;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;103;6,9;71;4,7;;9,70%
407411;Bollo Rústico Semillado;VIME;130,89596;0;0;(en blanco);2;(en blanco);(en blanco);3,5;53;3,5;288;4,8;;;;;0,00%;
411001;Chapata Mini;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;157;10,5;128;8,5;;8,20%
421702;Barra de Viena Ecológica Easy;MEC;180,00603;0;0;(en blanco);0;(en blanco);(en blanco);11,3;169;11,3;952;15,9;;;;;0,00%;
421802;Bollo Ecológico Easy;MEC;163,20404;0;0;(en blanco);0;(en blanco);(en blanco);;;;1.074;17,9;;;;;;
422002;Barra de Viena 15%  Integral  Ecológico Easy;MEC;179,99915;0;0;(en blanco);0;(en blanco);(en blanco);6,4;96;6,4;383;6,4;;;;;0,00%;
423111;Panecillo con Cereales y Semillas;VIME;155,78171;0;0;(en blanco);12;(en blanco);(en blanco);16,9;254;16,9;913;15,2;;;;;0,00%;
423301;Mollete Pack 4 UDS;MEC;167,3356;0;0;(en blanco);28;(en blanco);(en blanco);3,7;56;3,7;112;1,9;169;11,3;4;0,3;33,10%;281,70%
423321;Mollete;MEC;155,66037;0;0;(en blanco);453;(en blanco);(en blanco);32,8;492;32,8;2.640;44;260;17,3;160;10,7;189,20%;10,80%
423611;Alcachofa Semillada con Sésamo 4,35%;VIME;192,76761;0;0;(en blanco);0;20/12/2024;84;4,8;72;4,8;72;1,2;;;;;0,00%;
425351;Payesito Mondat;MEC;192,67272;0;0;(en blanco);31;(en blanco);(en blanco);6,5;97;6,5;320;5,3;15;1;34;2,3;646,70%;2,90%
430101;Pan Bocadillo Sin Sal Añadida Easy;MEC;187,00569;0;0;(en blanco);0;(en blanco);(en blanco);3,7;56;3,7;112;1,9;;;;;0,00%;
430301;Panecillo Semillas Easy;VIME;127,17655;0;0;(en blanco);0;24/12/2024;212;0,1;1;0,1;3;0,1;;;;;0,00%;
430401;Mini Panecillo Easy;VIME;134,85559;0;0;(en blanco);1123;28/12/2024;1083;78,2;1173;78,2;4.766;79,4;;;24;1,6;0,00%;
430621;Pepito Easy;MEC;166,2776;0;0;(en blanco);265;24/12/2024;1737;188,5;2827;188,5;11.231;187,2;2.743;182,9;2.000;133,3;103,10%;9,10%
430702;Panecito Ecológico Easy;MEC;158,42696;0;0;(en blanco);219;(en blanco);(en blanco);70;1050;70;6.867;114,5;1.644;109,6;1.323;88,2;63,90%;8,30%
430731;Panecito Easy;MEC;158,31932;0;0;(en blanco);76;26/12/2024;810;202,5;3038;202,5;15.037;250,6;1.473;98,2;1.478;98,5;206,20%;6,60%
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;0;0;(en blanco);87;(en blanco);(en blanco);21,5;322;21,5;972;16,2;207;13,8;102;6,8;155,60%;13,50%
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;0;0;(en blanco);0;(en blanco);(en blanco);18;270;18;2.000;33,3;612;40,8;590;39,3;44,10%;6,90%
432211;Pepito con Salvado Easy;MEC;166,21578;0;0;(en blanco);8;27/12/2024;519;65,3;979;65,3;2.610;43,5;765;51;377;25,1;128,00%;13,50%
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;0;0;56;0;(en blanco);(en blanco);18,5;277;18,5;870;14,5;290;19,3;173;11,5;95,50%;11,20%
432421;Bollo Easy;MEC;149,60847;0;0;(en blanco);4;(en blanco);(en blanco);27,9;418;27,9;2.330;38,8;407;27,1;373;24,9;102,70%;7,30%
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);;;;280;4,7;;;;;;
432821;Pan Bocadillo Easy;MEC;169,99643;0;0;(en blanco);1;26/12/2024;343;50,4;756;50,4;3.226;53,8;579;38,6;457;30,5;130,60%;8,40%
432911;Panecito con Salvado Easy;MEC;158,39643;0;0;(en blanco);12;(en blanco);(en blanco);36,9;553;36,9;4.180;69,7;645;43;469;31,3;85,70%;9,20%
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;0;0;(en blanco);0;(en blanco);(en blanco);9,1;137;9,1;536;8,9;251;16,7;75;5;54,60%;22,30%
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;0;0;(en blanco);0;19/12/2024;64;16,8;252;16,8;1.187;19,8;375;25;330;22;67,10%;7,60%
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;0;0;392;0;19/12/2024;0;5,6;84;5,6;325;5,4;151;10,1;280;18,7;55,60%;3,60%
434201;Viena Easy;MEC;185,45964;0;0;(en blanco);125;26/12/2024;381;69,9;1049;69,9;4.356;72,6;933;62,2;475;31,7;112,40%;13,10%
434721;Bollito Easy;VIME;134,85559;0;0;(en blanco);145;23/12/2024;0;71,7;1075;71,7;3.396;56,6;636;42,4;734;48,9;169,00%;5,80%
435711;Rombito Integral 100%;VIME;122,40097;0;0;(en blanco);4;20/12/2024;22;3,3;50;3,3;262;4,4;;;;;0,00%;
436001;Rombito Rústico;VIME;267,6923;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1;0,1;;;;0,00%
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1;0,1;;;;0,00%
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;0;0;(en blanco);0;(en blanco);(en blanco);0,3;4;0,3;69;1,2;;;;;0,00%;
438801;Panecillo con Semillas;VIME;138,83391;0;0;196;28;(en blanco);(en blanco);9,5;142;9,5;390;6,5;235;15,7;123;8,2;60,40%;12,70%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;8.708;580,5;6.720;448;;8,60%
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;1.764;117,6;;
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);0,1;1;0,1;365;6,1;;;;;0,00%;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;224;0;24/12/2024;57,73;11,2;168;11,2;366;6,1;;;;;0,00%;
453243;Panecillo 100% Integral;VIME;123,95874;0;0;(en blanco);280;23/12/2024;0;20,3;305;20,3;1.493;24,9;;;;;0,00%;
453251;Panecillo 100% Integral;VIME;118,69587;0;0;(en blanco);196;23/12/2024;144;317,3;4760;317,3;35.784;596,4;;;;;0,00%;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);1,9;29;1,9;198;3,3;20;1,3;5;0,3;145,00%;26,70%
5718540;Panecillo con  Semillas;VIME;138,85714;0;0;2156;280;20/12/2024;1679;563,7;8456;563,7;22.457;374,3;5.236;349,1;3.616;241,1;161,50%;9,70%
5718619;Pulguita;MEC;160,291;0;0;392;0;19/12/2024;2149;378,9;5684;378,9;15.570;259,5;5.796;386,4;4.483;298,9;98,10%;8,60%
5720811;Baguetina Cereales;VIME;107,09612;0;0;1316;0;21/12/2024;949;289,3;4340;289,3;14.061;234,4;;;;;0,00%;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;0;0;(en blanco);2;(en blanco);(en blanco);3,7;56;3,7;232;3,9;;;;;0,00%;
Total general;;;;;;;;;;3.213,10;48197;3.213,10;190.415;3.173,60;48.300;3.220,00;40.365;2.691,00;99,80%;8,00%
