Fecha;09/01/2025 15:40;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
406301;Viena Mondat con Salvado 145 gr;MEC;224,3976;0;0;(en blanco);86;(en blanco);(en blanco);17,1;256;17,1;2.426;40,4;896;59,7;778;51,9;28,60%;7,70%
406401;Viena con Salvado Pequeña;MEC;205,7429;0;0;(en blanco);147;08/01/2025;431;10,9;163;10,9;1.629;27,2;407;27,1;461;30,7;40,00%;5,90%
406501;Bollo 100 % Integral;MEC;187,00422;0;0;(en blanco);0;(en blanco);(en blanco);0,2;3;0,2;100;1,7;11;0,7;32;2,1;27,30%;2,30%
407401;Bollo Rústico Semillado;VIME;130,89849;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;78;5,2;150;10;;3,50%
407411;Bollo Rústico Semillado;VIME;130,89596;0;0;(en blanco);0;(en blanco);(en blanco);0,7;11;0,7;246;4,1;;;;;0,00%;
411001;Chapata Mini;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;146;9,7;83;5,5;;11,70%
421702;Barra de Viena Ecológica Easy;MEC;180,00603;0;0;(en blanco);0;(en blanco);(en blanco);;;;952;15,9;;;;;;
421802;Bollo Ecológico Easy;MEC;163,20404;0;0;(en blanco);0;10/01/2025;504;;;;1.074;17,9;;;;;;
422002;Barra de Viena 15%  Integral  Ecológico Easy;MEC;179,99915;0;0;(en blanco);0;(en blanco);(en blanco);;;;383;6,4;;;;;;
423111;Panecillo con Cereales y Semillas;VIME;155,78171;0;0;(en blanco);17;11/01/2025;317;8;120;8;824;13,7;;;;;0,00%;
423301;Mollete Pack 4 UDS;MEC;167,3356;0;0;(en blanco);0;(en blanco);(en blanco);1,9;28;1,9;140;2,3;6;0,4;128;8,5;466,70%;0,30%
423321;Mollete;MEC;155,66037;0;0;(en blanco);13;11/01/2025;637;16,7;251;16,7;2.231;37,2;196;13,1;449;29,9;128,10%;2,90%
423611;Alcachofa Semillada con Sésamo 4,35%;VIME;192,76761;0;0;(en blanco);39;(en blanco);(en blanco);0,2;3;0,2;75;1,3;;;;;0,00%;
425351;Payesito Mondat;MEC;192,67272;0;0;(en blanco);0;11/01/2025;401;2,8;42;2,8;258;4,3;40;2,7;17;1,1;105,00%;15,70%
430101;Pan Bocadillo Sin Sal Añadida Easy;MEC;187,00569;0;0;(en blanco);0;(en blanco);(en blanco);;;;112;1,9;;;;;;
430301;Panecillo Semillas Easy;VIME;127,17655;0;0;(en blanco);0;(en blanco);(en blanco);;;;3;0,1;;;;;;
430401;Mini Panecillo Easy;VIME;134,85559;0;0;(en blanco);0;(en blanco);(en blanco);38,5;577;38,5;4.450;74,2;24;1,6;448;29,9;2404,20%;0,40%
430621;Pepito Easy;MEC;166,2776;0;0;(en blanco);226;(en blanco);(en blanco);93,3;1400;93,3;10.132;168,9;2.885;192,3;2.625;175;48,50%;7,30%
430702;Panecito Ecológico Easy;MEC;158,42696;0;0;(en blanco);350;(en blanco);(en blanco);7,3;110;7,3;4.916;81,9;934;62,3;3.517;234,5;11,80%;1,80%
430731;Panecito Easy;MEC;158,31932;0;0;(en blanco);56;07/01/2025;0;25,5;382;25,5;11.894;198,2;903;60,2;2.367;157,8;42,30%;2,50%
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;0;0;(en blanco);0;(en blanco);(en blanco);7,2;108;7,2;791;13,2;121;8,1;216;14,4;89,30%;3,70%
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;0;0;(en blanco);0;(en blanco);(en blanco);17;255;17;1.910;31,8;667;44,5;447;29,8;38,20%;9,90%
432211;Pepito con Salvado Easy;MEC;166,21578;0;0;(en blanco);0;08/01/2025;851;32,9;494;32,9;2.531;42,2;620;41,3;1.014;67,6;79,70%;4,10%
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;0;0;(en blanco);0;08/01/2025;500;5,5;82;5,5;763;12,7;169;11,3;310;20,7;48,50%;3,60%
432421;Bollo Easy;MEC;149,60847;0;0;(en blanco);1;(en blanco);(en blanco);13,9;208;13,9;1.746;29,1;314;20,9;791;52,7;66,20%;2,60%
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);;;;101;1,7;;;;;;
432821;Pan Bocadillo Easy;MEC;169,99643;0;0;(en blanco);0;08/01/2025;347;27,3;410;27,3;2.825;47,1;239;15,9;668;44,5;171,50%;2,40%
432911;Panecito con Salvado Easy;MEC;158,39643;0;0;(en blanco);5;08/01/2025;489;7,9;119;7,9;3.380;56,3;290;19,3;775;51,7;41,00%;2,50%
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;0;0;(en blanco);0;(en blanco);(en blanco);1,2;18;1,2;408;6,8;88;5,9;77;5,1;20,50%;7,60%
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;0;0;(en blanco);0;(en blanco);(en blanco);5,6;84;5,6;1.082;18;590;39,4;342;22,8;14,20%;11,50%
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;0;0;392;0;(en blanco);(en blanco);;;;437;7,3;189;12,6;168;11,2;;7,50%
434201;Viena Easy;MEC;185,45964;0;0;(en blanco);41;08/01/2025;381;29,8;447;29,8;3.615;60,3;530;35,3;739;49,3;84,30%;4,80%
434721;Bollito Easy;VIME;134,85559;0;0;(en blanco);145;(en blanco);(en blanco);22,6;339;22,6;2.829;47,2;537;35,8;819;54,6;63,10%;4,40%
435711;Rombito Integral 100%;VIME;122,40097;0;0;(en blanco);1;(en blanco);(en blanco);2,6;39;2,6;224;3,7;;;;;0,00%;
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;4;0,3;;
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;0;0;(en blanco);0;(en blanco);(en blanco);0,1;2;0,1;39;0,7;;;;;0,00%;
438801;Panecillo con Semillas;VIME;138,83391;0;0;140;2;(en blanco);(en blanco);3,7;56;3,7;417;7;127;8,5;19;1,3;44,10%;44,60%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;7.588;505,9;504;33,6;;100,40%
453221;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;9.100;606,7;;
453223;Panecillo 100% Integral;VIME;102,00064;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;252;16,8;;
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);3,7;56;3,7;438;7,3;;;;;0,00%;
453243;Panecillo 100% Integral;VIME;123,95874;0;0;(en blanco);0;(en blanco);(en blanco);11,7;175;11,7;1.320;22;;;;;0,00%;
453251;Panecillo 100% Integral;VIME;118,69587;0;0;(en blanco);224;(en blanco);(en blanco);106,4;1596;106,4;25.620;427;;;;;0,00%;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;155;2,6;8;0,5;5;0,3;;10,70%
5718540;Panecillo con  Semillas;VIME;138,85714;0;0;812;588;11/01/2025;1135;147,5;2212;147,5;18.341;305,7;4.203;280,2;2.358;157,2;52,60%;11,90%
5718619;Pulguita;MEC;160,291;0;0;28;476;09/01/2025;2896;74,7;1120;74,7;12.320;205,3;5.490;366;3.619;241,3;20,40%;10,10%
5720811;Baguetina Cereales;VIME;107,09612;0;0;728;224;11/01/2025;904;205,4;3081;205,4;15.571;259,5;;;;;0,00%;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;0;0;(en blanco);1;(en blanco);(en blanco);1,5;23;1,5;208;3,5;;;;;0,00%;
Total general;;;;;;;;;;1.100,30;16505;1.100,30;159.043;2.650,70;41.554;2.770,30;48.869;3.257,90;39,70%;5,70%
