Fecha;07/01/2025 10:25;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
244719;PANECILLO CON QUINOA (3%) 110 g;MEC;134,85314;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1.512;100,8;1;0,1;;10080,00%
274756;PAN PEPITO;MEC;160,28813;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1.120;74,7;1.428;95,2;;5,20%
274757;PAN VIENA ANDALUZA INTEGRAL DE TRIGO 10%;MEC;205,7429;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;3.248;216,5;5.399;359,9;;4,00%
400121;Miniatura;MEC;196,35136;0;0;(en blanco);8;(en blanco);(en blanco);5,3;80;5,3;882;14,7;100;6,7;191;12,7;80,00%;3,50%
400221;Pepito;MEC;154,64788;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;2;0,1;1;0,1;;13,30%
400231;Pepito;MEC;160,18779;0;0;(en blanco);5;02/01/2025;36;18,9;283;18,9;1.256;20,9;260;17,3;225;15;108,80%;7,70%
400233;Pepito;MEC;160,28813;0;0;(en blanco);0;02/01/2025;23;;;;352;5,9;;;320;21,3;;
401111;Bocata;MEC;224,45714;0;0;(en blanco);315;02/01/2025;452;52,7;790;52,7;3.135;52,3;717;47,8;433;28,9;110,20%;11,00%
401113;Bocata;MEC;224,45714;0;0;(en blanco);0;(en blanco);(en blanco);;;;256;4,3;;;224;14,9;;
401301;Baguette Plus;MEC;160,34482;0;0;(en blanco);39;(en blanco);(en blanco);17,2;258;17,2;1.048;17,5;300;20;358;23,9;86,00%;5,60%
401421;Barra Castellana;MEC;137,06227;0;0;(en blanco);0;02/01/2025;175;;;;114;1,9;169;11,3;366;24,4;;3,10%
401423;Barra Castellana;MEC;120,91656;0;0;(en blanco);32;02/01/2025;29;;;;96;1,6;;;288;19,2;;
401621;Media Baguette;MEC;138,09751;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1;0,1;1;0,1;;6,70%
401881;Bollo;MEC;205,58375;0;0;(en blanco);20;(en blanco);(en blanco);13;195;13;1.928;32,1;276;18,4;214;14,3;70,70%;8,60%
402011;Viena Mondat 145 gr;MEC;246,74846;0;0;(en blanco);40;04/01/2025;744;75,3;1129;75,3;5.518;92;1.722;114,8;2.439;162,6;65,60%;4,70%
402801;Viena;MEC;224,44444;0;0;(en blanco);0;(en blanco);(en blanco);;;;420;7;121;8,1;128;8,5;;6,30%
403321;Barra de Viena;MEC;196,69172;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;-2;-0,1;;;;0,00%
403341;Barra de Viena;MEC;242,1118;0;0;(en blanco);32;04/01/2025;487;45,5;683;45,5;3.789;63,2;1.296;86,4;1.843;122,9;52,70%;4,70%
403801;Mini Viena Andaluza;MEC;205,70099;0;0;(en blanco);9;(en blanco);(en blanco);10,8;162;10,8;947;15,8;137;9,1;737;49,1;118,20%;1,20%
404903;Viena 170g;MEC;186,988;0;0;(en blanco);0;(en blanco);(en blanco);;;;65;1,1;;;96;6,4;;
405121;Miniatura con Salvado;MEC;196,35943;0;0;(en blanco);0;(en blanco);(en blanco);0,7;11;0,7;26;0,4;2;0,1;;;550,00%;0,00%
