Fecha;12/12/2024 11:01;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
401881;Bollo;MEC;205,58375;0;0;(en blanco);1;13/12/2024;425;57,1;857;57,1;1.659;27,7;360;24;652;43,5;238,10%;3,70%
402011;Viena Mondat 145 gr;MEC;246,74846;0;0;(en blanco);866;11/12/2024;670;67,2;1008;67,2;5.768;96,1;1.778;118,5;1.288;85,9;56,70%;9,20%
402801;Viena;MEC;224,44444;0;0;(en blanco);0;11/12/2024;44;;;;1;0;491;32,7;70;4,7;;46,80%
403341;Barra de Viena;MEC;242,1118;0;0;(en blanco);64;11/12/2024;487;66,3;994;66,3;4.322;72;2.415;161;1.784;118,9;41,20%;9,00%
403801;Mini Viena Andaluza;MEC;205,70099;0;0;(en blanco);30;11/12/2024;423;19,3;290;19,3;1.087;18,1;546;36,4;384;25,6;53,10%;9,50%
404903;Viena 170g;MEC;186,988;0;0;(en blanco);0;(en blanco);(en blanco);0,1;1;0,1;194;3,2;;;;;0,00%;
405121;Miniatura con Salvado;MEC;196,35943;0;0;(en blanco);0;(en blanco);(en blanco);0,3;5;0,3;44;0,7;4;0,3;;;125,00%;0,00%
405621;Media Baguette con Salvado;MEC;138,09507;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;114;7,6;20;1,3;;38,00%
406002;Panecito Integral 100% Ecológico Easy;MEC;136,80039;0;0;(en blanco);24;(en blanco);(en blanco);18,1;272;18,1;1.134;18,9;797;53,1;409;27,3;34,10%;13,00%
406301;Viena Mondat con Salvado 145 gr;MEC;224,3976;0;0;(en blanco);171;12/12/2024;680;42,8;642;42,8;2.811;46,9;699;46,6;732;48,8;91,80%;6,40%
406401;Viena con Salvado Pequeña;MEC;205,7429;0;0;(en blanco);112;12/12/2024;431;25,7;385;25,7;1.589;26,5;562;37,5;494;32,9;68,50%;7,60%
406501;Bollo 100 % Integral;MEC;187,00422;0;0;(en blanco);0;(en blanco);(en blanco);0,9;14;0,9;163;2,7;29;1,9;38;2,5;48,30%;5,10%
407401;Bollo Rústico Semillado;VIME;130,89849;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;56;3,7;103;6,9;;3,60%
407411;Bollo Rústico Semillado;VIME;130,89596;0;0;(en blanco);2;(en blanco);(en blanco);6,3;94;6,3;362;6;;;;;0,00%;
411001;Chapata Mini;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;149;9,9;157;10,5;;6,30%
421702;Barra de Viena Ecológica Easy;MEC;180,00603;0;0;(en blanco);0;10/12/2024;0;41,5;622;41,5;791;13,2;;;;;0,00%;
421802;Bollo Ecológico Easy;MEC;163,20404;0;0;(en blanco);0;(en blanco);(en blanco);31,7;476;31,7;1.074;17,9;;;;;0,00%;
422002;Barra de Viena 15%  Integral  Ecológico Easy;MEC;179,99915;0;0;(en blanco);0;10/12/2024;23;12,5;188;12,5;288;4,8;;;;;0,00%;
423111;Panecillo con Cereales y Semillas;VIME;155,78171;0;0;(en blanco);146;14/12/2024;317;18,5;277;18,5;935;15,6;;;;;0,00%;
423301;Mollete Pack 4 UDS;MEC;167,3356;0;0;(en blanco);0;(en blanco);(en blanco);1,9;28;1,9;84;1,4;23;1,5;169;11,3;121,70%;0,90%
423321;Mollete;MEC;155,66037;0;0;(en blanco);314;13/12/2024;637;53;795;53;2.645;44,1;177;11,8;260;17,3;449,20%;4,50%
425351;Payesito Mondat;MEC;192,67272;0;0;(en blanco);0;13/12/2024;401;4,6;69;4,6;325;5,4;;;15;1;0,00%;
430101;Pan Bocadillo Sin Sal Añadida Easy;MEC;187,00569;0;0;(en blanco);0;(en blanco);(en blanco);3,7;56;3,7;112;1,9;;;;;0,00%;
430301;Panecillo Semillas Easy;VIME;127,17655;0;0;(en blanco);0;(en blanco);(en blanco);0,1;1;0,1;2;0;;;;;0,00%;
430401;Mini Panecillo Easy;VIME;134,85559;0;0;(en blanco);1176;(en blanco);(en blanco);69,1;1037;69,1;4.569;76,2;;;;;0,00%;
430621;Pepito Easy;MEC;166,2776;0;0;(en blanco);668;09/12/2024;0;142,8;2142;142,8;10.753;179,2;3.195;213;2.743;182,9;67,00%;7,80%
430702;Panecito Ecológico Easy;MEC;158,42696;0;0;(en blanco);292;10/12/2024;0;122,5;1837;122,5;7.784;129,7;2.893;192,9;1.644;109,6;63,50%;11,70%
430731;Panecito Easy;MEC;158,31932;0;0;(en blanco);48;10/12/2024;141;246,7;3701;246,7;15.527;258,8;1.895;126,3;1.473;98,2;195,30%;8,60%
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;0;0;(en blanco);57;(en blanco);(en blanco);13,9;208;13,9;764;12,7;84;5,6;207;13,8;247,60%;2,70%
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;0;0;(en blanco);0;12/12/2024;668;34,3;515;34,3;2.111;35,2;514;34,3;612;40,8;100,20%;5,60%
432211;Pepito con Salvado Easy;MEC;166,21578;0;0;(en blanco);240;09/12/2024;105;23,9;359;23,9;2.174;36,2;763;50,9;765;51;47,10%;6,60%
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;0;0;56;0;(en blanco);(en blanco);7,2;108;7,2;694;11,6;186;12,4;290;19,3;58,10%;4,30%
432421;Bollo Easy;MEC;149,60847;0;0;(en blanco);0;12/12/2024;622;38,3;575;38,3;2.200;36,7;671;44,7;407;27,1;85,70%;11,00%
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;12/12/2024;383;;;;280;4,7;;;;;;
432821;Pan Bocadillo Easy;MEC;169,99643;0;0;(en blanco);0;(en blanco);(en blanco);36,3;544;36,3;3.032;50,5;415;27,7;579;38,6;131,10%;4,80%
432911;Panecito con Salvado Easy;MEC;158,39643;0;0;(en blanco);10;09/12/2024;8;64,1;962;64,1;4.539;75,7;561;37,4;645;43;171,50%;5,80%
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;0;0;(en blanco);0;(en blanco);(en blanco);4,2;63;4,2;540;9;70;4,7;251;16,7;90,00%;1,90%
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;0;0;(en blanco);0;12/12/2024;331;14,6;219;14,6;969;16,2;426;28,4;375;25;51,40%;7,60%
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;0;0;448;0;(en blanco);(en blanco);5,6;84;5,6;185;3,1;240;16;151;10,1;35,00%;10,60%
434201;Viena Easy;MEC;185,45964;0;0;(en blanco);39;10/12/2024;0;81,3;1220;81,3;4.285;71,4;756;50,4;933;62,2;161,40%;5,40%
434721;Bollito Easy;VIME;134,85559;0;0;(en blanco);173;(en blanco);(en blanco);60,4;906;60,4;2.948;49,1;635;42,3;636;42,4;142,70%;6,70%
435711;Rombito Integral 100%;VIME;122,40097;0;0;(en blanco);0;(en blanco);(en blanco);3,8;57;3,8;324;5,4;;;;;0,00%;
436001;Rombito Rústico;VIME;267,6923;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;1;0,1;;
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;37;2,5;1;0,1;;246,70%
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;0;0;(en blanco);0;(en blanco);(en blanco);0,2;3;0,2;95;1,6;;;;;0,00%;
438801;Panecillo con Semillas;VIME;138,83391;0;0;252;84;(en blanco);(en blanco);8;120;8;452;7,5;55;3,7;235;15,7;218,20%;1,60%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;7.504;500,3;8.708;580,5;;5,70%
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;495;8,3;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;586;0;(en blanco);(en blanco);;;;198;3,3;;;;;;
453243;Panecillo 100% Integral;VIME;123,95874;0;0;(en blanco);280;12/12/2024;126;20,9;314;20,9;1.381;23;;;;;0,00%;
453251;Panecillo 100% Integral;VIME;118,69587;0;0;(en blanco);1176;11/12/2024;1902;617,3;9260;617,3;43.092;718,2;;;;;0,00%;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;271;4,5;50;3,3;20;1,3;;16,70%
5718540;Panecillo con  Semillas;VIME;138,85714;0;0;280;3080;14/12/2024;1985;272,6;4089;272,6;16.689;278,2;4.760;317,3;5.236;349,1;85,90%;6,10%
5718619;Pulguita;MEC;160,291;0;0;(en blanco);2436;12/12/2024;2268;136,3;2044;136,3;11.454;190,9;1.036;69,1;5.796;386,4;197,30%;1,20%
5720811;Baguetina Cereales;VIME;107,09612;0;0;307;2744;13/12/2024;1545;343,5;5153;343,5;9.721;162;;;;;0,00%;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;0;0;(en blanco);0;(en blanco);(en blanco);4,8;72;4,8;222;3,7;;;;;0,00%;
Total general;;;;;;;;;;2.945,20;44178;2.945,20;181.151;3.019,20;43.292;2.886,10;48.300;3.220,00;102,00%;6,00%
