Fecha;18/12/2024 14:55;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
407401;Bollo Rústico Semillado;VIME;130,89849;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;81;5,4;77;5,1;;7,00%
407411;Bollo Rústico Semillado;VIME;130,89596;0;0;(en blanco);1;(en blanco);(en blanco);4,1;62;4,1;326;5,4;;;;;0,00%;
411001;Chapata Mini;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;153;10,2;190;12,7;;5,40%
421702;Barra de Viena Ecológica Easy;MEC;180,00603;0;0;(en blanco);0;(en blanco);(en blanco);30,7;460;30,7;915;15,3;;;;;0,00%;
421802;Bollo Ecológico Easy;MEC;163,20404;0;0;(en blanco);0;(en blanco);(en blanco);16,8;252;16,8;1.074;17,9;;;;;0,00%;
422002;Barra de Viena 15%  Integral  Ecológico Easy;MEC;179,99915;0;0;(en blanco);0;(en blanco);(en blanco);13,4;201;13,4;359;6;;;;;0,00%;
423111;Panecillo con Cereales y Semillas;VIME;155,78171;0;0;(en blanco);149;14/12/2024;372;11,2;168;11,2;862;14,4;;;;;0,00%;
423301;Mollete Pack 4 UDS;MEC;167,3356;0;0;(en blanco);0;(en blanco);(en blanco);3,7;56;3,7;112;1,9;35;2,3;137;9,1;160,00%;1,70%
423321;Mollete;MEC;155,66037;0;0;(en blanco);315;13/12/2024;952;49,7;746;49,7;2.507;41,8;80;5,3;374;24,9;932,50%;1,40%
425351;Payesito Mondat;MEC;192,67272;0;0;(en blanco);5;13/12/2024;251;4,3;65;4,3;305;5,1;;;28;1,9;0,00%;
430101;Pan Bocadillo Sin Sal Añadida Easy;MEC;187,00569;0;0;(en blanco);0;(en blanco);(en blanco);;;;56;0,9;;;;;;
430301;Panecillo Semillas Easy;VIME;127,17655;0;0;(en blanco);0;(en blanco);(en blanco);0,1;1;0,1;2;0;;;;;0,00%;
430401;Mini Panecillo Easy;VIME;134,85559;0;0;(en blanco);1148;(en blanco);(en blanco);65,4;981;65,4;4.641;77,4;;;;;0,00%;
430621;Pepito Easy;MEC;166,2776;0;0;(en blanco);1150;17/12/2024;1669;113,8;1707;113,8;10.328;172,1;2.896;193,1;2.471;164,7;58,90%;7,80%
430702;Panecito Ecológico Easy;MEC;158,42696;0;0;(en blanco);259;18/12/2024;1128;116,7;1751;116,7;7.529;125,5;2.209;147,3;817;54,5;79,30%;18,00%
430731;Panecito Easy;MEC;158,31932;0;0;(en blanco);88;16/12/2024;189;243,5;3653;243,5;15.233;253,9;1.652;110,1;940;62,7;221,10%;11,70%
431610;Bollito 100% Integral Easy Pack 8 unidades;VIME;136,00086;0;0;(en blanco);1;16/12/2024;0;11,9;178;11,9;858;14,3;166;11,1;87;5,8;107,20%;12,70%
432111;Pepito Sin Sal Añadida Easy;MEC;166,22628;0;0;(en blanco);0;12/12/2024;224;23,5;353;23,5;1.857;31;581;38,7;580;38,7;60,80%;6,70%
432211;Pepito con Salvado Easy;MEC;166,21578;0;0;(en blanco);580;12/12/2024;668;19,7;296;19,7;2.141;35,7;808;53,9;443;29,5;36,60%;12,20%
432311;Pepito con Salvado Sin Sal Añadida Easy;MEC;166,21039;0;0;56;0;(en blanco);(en blanco);14;210;14;779;13;224;14,9;206;13,7;93,80%;7,20%
432421;Bollo Easy;MEC;149,60847;0;0;(en blanco);8;12/12/2024;370;37,1;557;37,1;2.263;37,7;400;26,7;293;19,5;139,30%;9,10%
432501;Pan Bocadillo con Salvado Easy;MEC;187,00706;0;0;(en blanco);0;12/12/2024;766;;;;280;4,7;;;;;;
432821;Pan Bocadillo Easy;MEC;169,99643;0;0;(en blanco);6;19/12/2024;343;33,9;509;33,9;2.896;48,3;719;47,9;364;24,3;70,80%;13,20%
432911;Panecito con Salvado Easy;MEC;158,39643;0;0;(en blanco);10;17/12/2024;334;72,3;1085;72,3;4.477;74,6;703;46,9;361;24,1;154,30%;13,00%
433701;Bollito Easy Pack de 8 Uds;VIME;133,91913;0;0;(en blanco);0;(en blanco);(en blanco);6,1;92;6,1;553;9,2;231;15,4;114;7,6;39,80%;13,50%
434011;Panecito Sin Sal Añadida Easy;MEC;158,39017;0;0;(en blanco);0;12/12/2024;376;16,8;252;16,8;1.071;17,9;351;23,4;366;24,4;71,80%;6,40%
434111;Panecito con Salvado Sin Sal Añadida Easy;MEC;158,40635;0;0;448;0;(en blanco);(en blanco);7,5;112;7,5;297;5;100;6,7;263;17,5;112,00%;2,50%
434201;Viena Easy;MEC;185,45964;0;0;(en blanco);37;19/12/2024;932;70,5;1058;70,5;4.064;67,7;803;53,5;714;47,6;131,80%;7,50%
434721;Bollito Easy;VIME;134,85559;0;0;(en blanco);4;16/12/2024;42;62,6;939;62,6;3.235;53,9;818;54,5;413;27,5;114,80%;13,20%
435711;Rombito Integral 100%;VIME;122,40097;0;0;(en blanco);0;20/12/2024;249;4,4;66;4,4;285;4,8;;;;;0,00%;
436001;Rombito Rústico;VIME;267,6923;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1;0,1;;;;0,00%
436011;Rombito Rústico;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;11;0,7;;;;0,00%
436701;Mollete Multicereal con Quinoa (3%);MEC;134,87342;0;0;(en blanco);0;(en blanco);(en blanco);0,2;3;0,2;97;1,6;;;;;0,00%;
438801;Panecillo con Semillas;VIME;138,83391;0;0;196;57;(en blanco);(en blanco);8,7;131;8,7;338;5,6;165;11;207;13,8;79,40%;5,30%
453211;Panecillo 100% Integral;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;7.756;517,1;7.952;530,1;;6,50%
453233;Panecillo 100% Integral;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;370;6,2;;;;;;
453241;Panecillo 100% Integral;VIME;113,63273;0;0;446;0;(en blanco);(en blanco);;;;198;3,3;;;;;;
453243;Panecillo 100% Integral;VIME;123,95874;0;0;(en blanco);336;16/12/2024;14;22,8;342;22,8;1.500;25;;;;;0,00%;
453251;Panecillo 100% Integral;VIME;118,69587;0;0;(en blanco);1008;16/12/2024;201;451,7;6776;451,7;39.172;652,9;;;;;0,00%;
454001;Panecillo 100% Integral;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);4,1;61;4,1;198;3,3;29;1,9;18;1,2;210,30%;10,70%
5718540;Panecillo con  Semillas;VIME;138,85714;0;0;756;1176;14/12/2024;2534;382,7;5740;382,7;17.809;296,8;5.040;336;4.480;298,7;113,90%;7,50%
5718619;Pulguita;MEC;160,291;0;0;364;756;12/12/2024;2568;227,7;3416;227,7;12.882;214,7;2.660;177,3;4.648;309,9;128,40%;3,80%
5720811;Baguetina Cereales;VIME;107,09612;0;0;307;1092;14/12/2024;2189;401,3;6020;401,3;12.129;202,2;;;;;0,00%;
604301;Pepito Easy Pack 5 uds;MEC;166,21437;0;0;(en blanco);0;(en blanco);(en blanco);4,1;61;4,1;234;3,9;;;;;0,00%;
Total general;;;;;;;;;;3.100,30;46505;3.100,30;182.849;3.047,50;43.694;2.912,90;43.270;2.884,70;106,40%;6,70%
