Fecha;03/01/2025 16:00;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
COD_ART;NOM_ART;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA
244719;PANECILLO CON QUINOA (3%) 110 g;MEC;134,85314;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;3.136;209,1;1;0,1;;20906,70%
274756;PAN PEPITO;MEC;160,28813;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1.288;85,9;1.484;98,9;;5,80%
274757;PAN VIENA ANDALUZA INTEGRAL DE TRIGO 10%;MEC;205,7429;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;4.689;312,6;5.124;341,6;;6,10%
400121;Miniatura;MEC;196,35136;0;0;(en blanco);28;(en blanco);(en blanco);7,5;113;7,5;965;16,1;98;6,5;211;14,1;115,30%;3,10%
400221;Pepito;MEC;154,64788;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;2;0,1;1;0,1;;13,30%
400231;Pepito;MEC;160,18779;0;0;(en blanco);9;02/01/2025;290;26,2;393;26,2;1.471;24,5;382;25,5;196;13,1;102,90%;13,00%
400233;Pepito;MEC;160,28813;0;0;(en blanco);352;02/01/2025;375;;;;352;5,9;;;320;21,3;;
401111;Bocata;MEC;224,45714;0;0;(en blanco);311;03/01/2025;452;54,9;824;54,9;3.520;58,7;542;36,1;769;51,3;152,00%;4,70%
401113;Bocata;MEC;224,45714;0;0;(en blanco);288;(en blanco);(en blanco);;;;256;4,3;;;224;14,9;;
401301;Baguette Plus;MEC;160,34482;0;0;(en blanco);35;(en blanco);(en blanco);20,9;313;20,9;1.141;19;368;24,5;336;22,4;85,10%;7,30%
401421;Barra Castellana;MEC;137,06227;0;0;(en blanco);0;02/01/2025;175;;;;254;4,2;170;11,3;2;0,1;;566,70%
401423;Barra Castellana;MEC;120,91656;0;0;(en blanco);96;02/01/2025;103;;;;96;1,6;;;288;19,2;;
401621;Media Baguette;MEC;138,09751;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1;0,1;1;0,1;;6,70%
401881;Bollo;MEC;205,58375;0;0;(en blanco);5;(en blanco);(en blanco);26,8;402;26,8;2.021;33,7;511;34,1;187;12,5;78,70%;18,20%
402011;Viena Mondat 145 gr;MEC;246,74846;0;0;(en blanco);15;03/01/2025;744;106,9;1603;106,9;6.370;106,2;1.884;125,6;1.588;105,9;85,10%;7,90%
402801;Viena;MEC;224,44444;0;0;(en blanco);0;(en blanco);(en blanco);;;;420;7;120;8;96;6,4;;8,30%
403321;Barra de Viena;MEC;196,69172;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;-2;-0,1;;;;0,00%
403341;Barra de Viena;MEC;242,1118;0;0;(en blanco);13;03/01/2025;487;63,8;957;63,8;4.284;71,4;1.722;114,8;1.681;112,1;55,60%;6,80%
403801;Mini Viena Andaluza;MEC;205,70099;0;0;(en blanco);1;(en blanco);(en blanco);16,5;247;16,5;1.069;17,8;223;14,9;592;39,5;110,80%;2,50%
404903;Viena 170g;MEC;186,988;0;0;(en blanco);128;(en blanco);(en blanco);;;;65;1,1;;;96;6,4;;
405121;Miniatura con Salvado;MEC;196,35943;0;0;(en blanco);0;(en blanco);(en blanco);0,9;14;0,9;28;0,5;2;0,1;;;700,00%;0,00%
405621;Media Baguette con Salvado;MEC;138,09507;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;3;0,2;8;0,5;;2,50%
406002;Panecito Integral 100% Ecológico Easy;MEC;136,80039;0;0;(en blanco);22;02/01/2025;418;7,9;118;7,9;943;15,7;165;11;733;48,9;71,50%;1,50%
406301;Viena Mondat con Salvado 145 gr;MEC;224,3976;0;0;(en blanco);9;(en blanco);(en blanco);40,5;607;40,5;2.761;46;928;61,9;671;44,7;65,40%;9,20%
406401;Viena con Salvado Pequeña;MEC;205,7429;0;0;(en blanco);89;(en blanco);(en blanco);28,8;432;28,8;1.863;31,1;466;31,1;503;33,5;92,70%;6,20%
406501;Bollo 100 % Integral;MEC;187,00422;0;0;(en blanco);1;(en blanco);(en blanco);0,9;13;0,9;113;1,9;12;0,8;10;0,7;108,30%;8,00%
407401;Bollo Rústico Semillado;VIME;130,89849;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;51;3,4;123;8,2;;2,80%
407411;Bollo Rústico Semillado;VIME;130,89596;0;0;(en blanco);1;(en blanco);(en blanco);2,8;42;2,8;277;4,6;;;;;0,00%;
411001;Chapata Mini;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;159;10,6;108;7,2;;9,80%
421702;Barra de Viena Ecológica Easy;MEC;180,00603;0;0;(en blanco);0;(en blanco);(en blanco);0,7;11;0,7;952;15,9;;;;;0,00%;
421802;Bollo Ecológico Easy;MEC;163,20404;0;0;(en blanco);0;(en blanco);(en blanco);;;;1.074;17,9;;;;;;
